CD,CSPA category,is CD,ENTREZ ac,ENTREZ gene symbol,Experiment tag,ID link,UP entry name,celltype (Table!S4!statistics$1),Count Detection In Different Cell Types,Num Unique Peps,Organism,Protein Probability
no,1 - high confidence,non CD,54732,TMED9,Rh28,Q9BVK6,TMED9_HUMAN,Rh28,28,6,Human,1
no,1 - high confidence,non CD,3371,TNC,Rh28,P24821,TENA_HUMAN,Rh28,21,6,Human,1
CD276,1 - high confidence,CD,80381,CD276,Rh28,Q5ZPR3,CD276_HUMAN,Rh28,36,7,Human,1
no,1 - high confidence,non CD,481,ATP1B1,Rh28,P05026,AT1B1_HUMAN,Rh28,40,7,Human,1
no,1 - high confidence,non CD,3190,HNRNPK,Rh28,P61978,HNRPK_HUMAN,Rh28,19,7,Human,1
no,1 - high confidence,non CD,3911,LAMA5,Rh28,O15230,LAMA5_HUMAN,Rh28,17,7,Human,1
no,1 - high confidence,non CD,7837,PXDN,Rh28,Q92626,PXDN_HUMAN,Rh28,7,7,Human,1
no,1 - high confidence,non CD,6272,SORT1,Rh28,Q99523,SORT_HUMAN,Rh28,25,7,Human,1
no,1 - high confidence,non CD,6745,SSR1,Rh28,P43307,SSRA_HUMAN,Rh28,10,7,Human,1
CD147,1 - high confidence,CD,682,BSG,Rh28,P35613,BASI_HUMAN,Rh28,47,8,Human,1
CD156c,1 - high confidence,CD,102,ADAM10,Rh28,O14672,ADA10_HUMAN,Rh28,42,8,Human,1
CD49f,1 - high confidence,CD,3655,ITGA6,Rh28,P23229,ITA6_HUMAN,Rh28,30,8,Human,1
CD71,1 - high confidence,CD,7037,TFRC,Rh28,P02786,TFR1_HUMAN,Rh28,38,8,Human,1
no,1 - high confidence,non CD,2023,ENO1,Rh28,P06733,ENOA_HUMAN,Rh28,14,8,Human,1
no,1 - high confidence,non CD,3959,LGALS3BP,Rh28,Q08380,LG3BP_HUMAN,Rh28,31,8,Human,1
no,1 - high confidence,non CD,51604,PIGT,Rh28,Q969N2,PIGT_HUMAN,Rh28,13,8,Human,1
no,1 - high confidence,non CD,5754,PTK7,Rh28,Q13308,PTK7_HUMAN,Rh28,32,8,Human,1
no,1 - high confidence,non CD,6184,RPN1,Rh28,P04843,RPN1_HUMAN,Rh28,29,8,Human,1
CD63,1 - high confidence,CD,967,CD63,Rh28,P08962,CD63_HUMAN,Rh28,42,9,Human,1
no,1 - high confidence,non CD,1362,CPD,Rh28,O75976,CBPD_HUMAN,Rh28,18,9,Human,1
no,1 - high confidence,non CD,1889,ECE1,Rh28,P42892,ECE1_HUMAN,Rh28,40,9,Human,1
no,1 - high confidence,non CD,408050,NOMO3,Rh28,P69849,NOMO3_HUMAN,Rh28,23,9,Human,1
no,1 - high confidence,non CD,27020,NPTN,Rh28,Q9Y639,NPTN_HUMAN,Rh28,46,9,Human,1
CD49a,1 - high confidence,CD,3672,ITGA1,Rh28,P56199,ITA1_HUMAN,Rh28,32,10,Human,1
CD98,1 - high confidence,CD,6520,SLC3A2,Rh28,P08195,4F2_HUMAN,Rh28,46,10,Human,1
no,1 - high confidence,non CD,4012,LNPEP,Rh28,Q9UIQ6,LCAP_HUMAN,Rh28,39,10,Human,1
no,1 - high confidence,non CD,23385,NCSTN,Rh28,Q92542,NICA_HUMAN,Rh28,33,10,Human,1
no,1 - high confidence,non CD,7162,TPBG,Rh28,Q13641,TPBG_HUMAN,Rh28,27,11,Human,1
CD51,1 - high confidence,CD,3685,ITGAV,Rh28,P06756,ITAV_HUMAN,Rh28,42,12,Human,1
CD29,1 - high confidence,CD,3688,ITGB1,Rh28,P05556,ITB1_HUMAN,Rh28,45,13,Human,1
no,1 - high confidence,non CD,3915,LAMC1,Rh28,P11047,LAMC1_HUMAN,Rh28,29,22,Human,1
CD107a,1 - high confidence,CD,3916,LAMP1,Rh28,P11279,LAMP1_HUMAN,Rh28,38,25,Human,1
CD91,1 - high confidence,CD,4035,LRP1,Rh28,Q07954,LRP1_HUMAN,Rh28,28,25,Human,1
CD222,1 - high confidence,CD,3482,IGF2R,Rh28,P11717,MPRI_HUMAN,Rh28,30,26,Human,1
CD107b,1 - high confidence,CD,3920,LAMP2,Rh28,P13473,LAMP2_HUMAN,Rh28,35,29,Human,1
CD10,1 - high confidence,CD,4311,MME,RH4,P08473,NEP_HUMAN,RH4,29,1,Human,0.9952
CD119,1 - high confidence,CD,3459,IFNGR1,RH4,P15260,INGR1_HUMAN,RH4,30,1,Human,0.9939
CD142,1 - high confidence,CD,2152,F3,RH4,P13726,TF_HUMAN,RH4,29,1,Human,0.9966
CD146,1 - high confidence,CD,4162,MCAM,RH4,P43121,MUC18_HUMAN,RH4,26,1,Human,0.9962
CD230,1 - high confidence,CD,5621,PRNP,RH4,P04156,PRIO_HUMAN,RH4,46,1,Human,0.9966
CD239,1 - high confidence,CD,4059,BCAM,RH4,P50895,BCAM_HUMAN,RH4,25,1,Human,0.9966
CD334,1 - high confidence,CD,2264,FGFR4,RH4,P22455,FGFR4_HUMAN,RH4,3,1,Human,0.9962
CD59,1 - high confidence,CD,966,CD59,RH4,P13987,CD59_HUMAN,RH4,45,1,Human,0.9966
CD79a,1 - high confidence,CD,973,CD79A,RH4,P11912,CD79A_HUMAN,RH4,8,1,Human,0.9524
CD83,1 - high confidence,CD,9308,CD83,RH4,Q01151,CD83_HUMAN,RH4,15,1,Human,0.9692
CD97,1 - high confidence,CD,976,CD97,RH4,P48960,CD97_HUMAN,RH4,42,1,Human,0.9966
no,1 - high confidence,non CD,152,ADRA2C,RH4,P18825,ADA2C_HUMAN,RH4,3,1,Human,0.9966
no,1 - high confidence,non CD,196527,ANO6,RH4,Q4KMQ2,ANO6_HUMAN,RH4,45,1,Human,0.9966
no,1 - high confidence,non CD,84168,ANTXR1,RH4,Q9H6X2,ANTR1_HUMAN,RH4,29,1,Human,0.9966
no,1 - high confidence,non CD,478,ATP1A3,RH4,P13637,AT1A3_HUMAN,RH4,2,1,Human,0.9932
no,1 - high confidence,non CD,481,ATP1B1,RH4,P05026,AT1B1_HUMAN,RH4,40,1,Human,0.9966
no,1 - high confidence,non CD,253559,CADM2,RH4,Q8N3J6,CADM2_HUMAN,RH4,5,1,Human,0.9543
no,1 - high confidence,non CD,1013,CDH15,RH4,P55291,CAD15_HUMAN,RH4,3,1,Human,0.9966
no,1 - high confidence,non CD,1002,CDH4,RH4,P55283,CADH4_HUMAN,RH4,8,1,Human,0.9966
no,1 - high confidence,non CD,10675,CSPG5,RH4,O95196,CSPG5_HUMAN,RH4,15,1,Human,0.9966
no,1 - high confidence,non CD,5167,ENPP1,RH4,P22413,ENPP1_HUMAN,RH4,20,1,Human,0.9215
no,1 - high confidence,non CD,1969,EPHA2,RH4,P29317,EPHA2_HUMAN,RH4,26,1,Human,0.9966
no,1 - high confidence,non CD,2048,EPHB2,RH4,P29323,EPHB2_HUMAN,RH4,28,1,Human,0.9966
no,1 - high confidence,non CD,400451,FAM174B,RH4,Q3ZCQ3,F174B_HUMAN,RH4,12,1,Human,0.9959
no,1 - high confidence,non CD,53834,FGFRL1,RH4,Q8N441,FGRL1_HUMAN,RH4,26,1,Human,0.9553
no,1 - high confidence,non CD,252995,FNDC5,RH4,Q8NAU1,FNDC5_HUMAN,RH4,3,1,Human,0.9966
no,1 - high confidence,non CD,341640,FREM2,RH4,Q5SZK8,FREM2_HUMAN,RH4,6,1,Human,0.9265
no,1 - high confidence,non CD,2899,GRIK3,RH4,Q13003,GRIK3_HUMAN,RH4,2,1,Human,0.9959
no,1 - high confidence,non CD,3848,KRT1,RH4,P04264,K2C1_HUMAN,RH4,30,1,Human,0.9553
no,1 - high confidence,non CD,284217,LAMA1,RH4,P25391,LAMA1_HUMAN,RH4,8,1,Human,0.9966
no,1 - high confidence,non CD,3909,LAMA3,RH4,Q16787,LAMA3_HUMAN,RH4,5,1,Human,0.91
no,1 - high confidence,non CD,3912,LAMB1,RH4,P07942,LAMB1_HUMAN,RH4,28,1,Human,0.9966
no,1 - high confidence,non CD,94030,LRRC4B,RH4,Q9NT99,LRC4B_HUMAN,RH4,12,1,Human,0.9966
no,1 - high confidence,non CD,9019,MPZL1,RH4,O95297,MPZL1_HUMAN,RH4,46,1,Human,0.9966
no,1 - high confidence,non CD,5099,PCDH7,RH4,O60245,PCDH7_HUMAN,RH4,19,1,Human,0.9966
no,1 - high confidence,non CD,5361,PLXNA1,RH4,Q9UIW2,PLXA1_HUMAN,RH4,41,1,Human,0.9874
no,1 - high confidence,non CD,6443,SGCB,RH4,Q16585,SGCB_HUMAN,RH4,14,1,Human,0.9375
no,1 - high confidence,non CD,3177,SLC29A2,RH4,Q14542,S29A2_HUMAN,RH4,15,1,Human,0.9966
no,1 - high confidence,non CD,56889,TM9SF3,RH4,Q9HD45,TM9S3_HUMAN,RH4,44,1,Human,0.9956
no,1 - high confidence,non CD,7162,TPBG,RH4,Q13641,TPBG_HUMAN,RH4,27,1,Human,0.9966
CD171,1 - high confidence,CD,3897,L1CAM,RH4,P32004,L1CAM_HUMAN,RH4,26,2,Human,0.9999
CD315,1 - high confidence,CD,5738,PTGFRN,RH4,Q9P2B2,FPRP_HUMAN,RH4,30,2,Human,1
CD322,1 - high confidence,CD,58494,JAM2,RH4,P57087,JAM2_HUMAN,RH4,23,2,Human,1
CD51,1 - high confidence,CD,3685,ITGAV,RH4,P06756,ITAV_HUMAN,RH4,42,2,Human,1
CD56,1 - high confidence,CD,4684,NCAM1,RH4,P13591,NCAM1_HUMAN,RH4,27,2,Human,0.9999
CD98,1 - high confidence,CD,6520,SLC3A2,RH4,P08195,4F2_HUMAN,RH4,46,2,Human,1
no,1 - high confidence,non CD,186,AGTR2,RH4,P50052,AGTR2_HUMAN,RH4,2,2,Human,1
no,1 - high confidence,non CD,8455,ATRN,RH4,O75882,ATRN_HUMAN,RH4,29,2,Human,0.9992
no,1 - high confidence,non CD,23705,CADM1,RH4,Q9BY67,CADM1_HUMAN,RH4,32,2,Human,1
no,1 - high confidence,non CD,1464,CSPG4,RH4,Q6UVK1,CSPG4_HUMAN,RH4,21,2,Human,0.9975
no,1 - high confidence,non CD,2817,GPC1,RH4,P35052,GPC1_HUMAN,RH4,28,2,Human,1
no,1 - high confidence,non CD,2030,SLC29A1,RH4,Q99808,S29A1_HUMAN,RH4,45,2,Human,1
no,1 - high confidence,non CD,57181,SLC39A10,RH4,Q9ULF5,S39AA_HUMAN,RH4,32,2,Human,1
no,1 - high confidence,non CD,114815,SORCS1,RH4,Q8WY21,SORC1_HUMAN,RH4,7,2,Human,1
CD111,1 - high confidence,CD,5818,PVRL1,RH4,Q15223,PVRL1_HUMAN,RH4,38,3,Human,1
CD276,1 - high confidence,CD,80381,CD276,RH4,Q5ZPR3,CD276_HUMAN,RH4,36,3,Human,1
CD29,1 - high confidence,CD,3688,ITGB1,RH4,P05556,ITB1_HUMAN,RH4,45,3,Human,1
no,1 - high confidence,non CD,781,CACNA2D1,RH4,P54289,CA2D1_HUMAN,RH4,23,3,Human,1
no,1 - high confidence,non CD,25800,SLC39A6,RH4,Q13433,S39A6_HUMAN,RH4,41,3,Human,1
CD221,1 - high confidence,CD,3480,IGF1R,RH4,P08069,IGF1R_HUMAN,RH4,38,4,Human,1
CD298,1 - high confidence,CD,483,ATP1B3,RH4,P54709,AT1B3_HUMAN,RH4,45,4,Human,1
CD49e,1 - high confidence,CD,3678,ITGA5,RH4,P08648,ITA5_HUMAN,RH4,38,5,Human,1
no,1 - high confidence,non CD,23654,PLXNB2,RH4,O15031,PLXB2_HUMAN,RH4,40,5,Human,1
no,1 - high confidence,non CD,27020,NPTN,RH4,Q9Y639,NPTN_HUMAN,RH4,46,6,Human,1
CD49a,1 - high confidence,CD,3672,ITGA1,RH4,P56199,ITA1_HUMAN,RH4,32,7,Human,1
no,1 - high confidence,non CD,5754,PTK7,RH4,Q13308,PTK7_HUMAN,RH4,32,7,Human,1
CD147,1 - high confidence,CD,682,BSG,RH4,P35613,BASI_HUMAN,RH4,47,11,Human,1
CD111,1 - high confidence,CD,5818,PVRL1,Ruch-2,Q15223,PVRL1_HUMAN,Ruch-2,38,1,Human,0.9944
CD121a,1 - high confidence,CD,3554,IL1R1,Ruch-2,P14778,IL1R1_HUMAN,Ruch-2,4,1,Human,0.9941
CD148,1 - high confidence,CD,5795,PTPRJ,Ruch-2,Q12913,PTPRJ_HUMAN,Ruch-2,40,1,Human,0.9969
CD201,1 - high confidence,CD,10544,PROCR,Ruch-2,Q9UNN8,EPCR_HUMAN,Ruch-2,26,1,Human,0.9671
CD55,1 - high confidence,CD,1604,CD55,Ruch-2,P08174,DAF_HUMAN,Ruch-2,40,1,Human,0.9922
CD58,1 - high confidence,CD,965,CD58,Ruch-2,P19256,LFA3_HUMAN,Ruch-2,40,1,Human,0.9965
CD92,1 - high confidence,CD,23446,SLC44A1,Ruch-2,Q8WWI5,CTL1_HUMAN,Ruch-2,13,1,Human,0.9878
no,1 - high confidence,non CD,87,ACTN1,Ruch-2,P12814,ACTN1_HUMAN,Ruch-2,3,1,Human,0.9976
no,1 - high confidence,non CD,8754,ADAM9,Ruch-2,Q13443,ADAM9_HUMAN,Ruch-2,3,1,Human,0.9969
no,1 - high confidence,non CD,375790,AGRN,Ruch-2,O00468,AGRIN_HUMAN,Ruch-2,14,1,Human,0.9969
no,1 - high confidence,non CD,23452,ANGPTL2,Ruch-2,Q9UKU9,ANGL2_HUMAN,Ruch-2,4,1,Human,0.9969
no,1 - high confidence,non CD,84168,ANTXR1,Ruch-2,Q9H6X2,ANTR1_HUMAN,Ruch-2,29,1,Human,0.9969
no,1 - high confidence,non CD,334,APLP2,Ruch-2,Q06481,APLP2_HUMAN,Ruch-2,20,1,Human,0.9965
no,1 - high confidence,non CD,23545,ATP6V0A2,Ruch-2,Q9Y487,VPP2_HUMAN,Ruch-2,16,1,Human,0.9969
no,1 - high confidence,non CD,558,AXL,Ruch-2,P30530,UFO_HUMAN,Ruch-2,22,1,Human,0.978
no,1 - high confidence,non CD,686,BTD,Ruch-2,P43251,BTD_HUMAN,Ruch-2,5,1,Human,0.9962
no,1 - high confidence,non CD,196740,C10orf72,Ruch-2,Q8IW00,CJ072_HUMAN,Ruch-2,4,1,Human,0.9937
no,1 - high confidence,non CD,54991,C1orf159,Ruch-2,Q96HA4,CA159_HUMAN,Ruch-2,32,1,Human,0.995
no,1 - high confidence,non CD,51430,C1orf9,Ruch-2,Q9UBS9,CA009_HUMAN,Ruch-2,7,1,Human,0.9969
no,1 - high confidence,non CD,10203,CALCRL,Ruch-2,Q16602,CALRL_HUMAN,Ruch-2,5,1,Human,0.9969
no,1 - high confidence,non CD,26504,CNNM4,Ruch-2,Q6P4Q7,CNNM4_HUMAN,Ruch-2,35,1,Human,0.9944
no,1 - high confidence,non CD,1290,COL5A2,Ruch-2,P05997,CO5A2_HUMAN,Ruch-2,9,1,Human,0.9941
no,1 - high confidence,non CD,8804,CREG1,Ruch-2,O75629,CREG1_HUMAN,Ruch-2,5,1,Human,0.9941
no,1 - high confidence,non CD,285761,DCBLD1,Ruch-2,Q8N8Z6,DCBD1_HUMAN,Ruch-2,32,1,Human,0.9931
no,1 - high confidence,non CD,131566,DCBLD2,Ruch-2,Q96PD2,DCBD2_HUMAN,Ruch-2,18,1,Human,0.9944
no,1 - high confidence,non CD,1634,DCN,Ruch-2,P07585,PGS2_HUMAN,Ruch-2,4,1,Human,0.9969
no,1 - high confidence,non CD,27122,DKK3,Ruch-2,Q9UBP4,DKK3_HUMAN,Ruch-2,3,1,Human,0.8939
no,1 - high confidence,non CD,29952,DPP7,Ruch-2,Q9UHL4,DPP2_HUMAN,Ruch-2,4,1,Human,0.9729
no,1 - high confidence,non CD,1948,EFNB2,Ruch-2,P52799,EFNB2_HUMAN,Ruch-2,6,1,Human,0.9923
no,1 - high confidence,non CD,11117,EMILIN1,Ruch-2,Q9Y6C2,EMIL1_HUMAN,Ruch-2,13,1,Human,0.9969
no,1 - high confidence,non CD,5167,ENPP1,Ruch-2,P22413,ENPP1_HUMAN,Ruch-2,20,1,Human,0.9935
no,1 - high confidence,non CD,54749,EPDR1,Ruch-2,Q9UM22,EPDR1_HUMAN,Ruch-2,2,1,Human,0.8507
no,1 - high confidence,non CD,2050,EPHB4,Ruch-2,P54760,EPHB4_HUMAN,Ruch-2,17,1,Human,0.9969
no,1 - high confidence,non CD,345757,FAM174A,Ruch-2,Q8TBP5,F174A_HUMAN,Ruch-2,9,1,Human,0.9969
no,1 - high confidence,non CD,2191,FAP,Ruch-2,Q12884,SEPR_HUMAN,Ruch-2,18,1,Human,0.9969
no,1 - high confidence,non CD,2195,FAT1,Ruch-2,Q14517,FAT1_HUMAN,Ruch-2,21,1,Human,0.9969
no,1 - high confidence,non CD,79147,FKRP,Ruch-2,Q9H9S5,FKRP_HUMAN,Ruch-2,10,1,Human,0.9919
no,1 - high confidence,non CD,23768,FLRT2,Ruch-2,O43155,FLRT2_HUMAN,Ruch-2,9,1,Human,0.9969
no,1 - high confidence,non CD,2734,GLG1,Ruch-2,Q92896,GSLG1_HUMAN,Ruch-2,29,1,Human,0.9591
no,1 - high confidence,non CD,166647,GPR125,Ruch-2,Q8IWK6,GP125_HUMAN,Ruch-2,15,1,Human,0.9969
no,1 - high confidence,non CD,3105,HLA-A,Ruch-2,P01891,1A68_HUMAN,Ruch-2,19,1,Human,0.9941
no,1 - high confidence,non CD,3105,HLA-A,Ruch-2,P13746,1A11_HUMAN,Ruch-2,11,1,Human,0.9969
no,1 - high confidence,non CD,3503,IGHG4,Ruch-2,P01861,IGHG4_HUMAN,Ruch-2,4,1,Human,0.9928
no,1 - high confidence,non CD,81533,ITFG1,Ruch-2,Q8TB96,TIP_HUMAN,Ruch-2,17,1,Human,0.9969
no,1 - high confidence,non CD,85450,ITPRIP,Ruch-2,Q8IWB1,IPRI_HUMAN,Ruch-2,6,1,Human,0.9866
no,1 - high confidence,non CD,23065,KIAA0090,Ruch-2,Q8N766,K0090_HUMAN,Ruch-2,28,1,Human,0.9944
no,1 - high confidence,non CD,55243,KIRREL,Ruch-2,Q96J84,KIRR1_HUMAN,Ruch-2,27,1,Human,0.9969
no,1 - high confidence,non CD,3913,LAMB2,Ruch-2,P55268,LAMB2_HUMAN,Ruch-2,3,1,Human,0.9894
no,1 - high confidence,non CD,3949,LDLR,Ruch-2,P01130,LDLR_HUMAN,Ruch-2,4,1,Human,0.9969
no,1 - high confidence,non CD,26020,LRP10,Ruch-2,Q7Z4F1,LRP10_HUMAN,Ruch-2,8,1,Human,0.9665
no,1 - high confidence,non CD,4054,LTBP3,Ruch-2,Q9NS15,LTBP3_HUMAN,Ruch-2,4,1,Human,0.9969
no,1 - high confidence,non CD,4060,LUM,Ruch-2,P51884,LUM_HUMAN,Ruch-2,4,1,Human,0.9941
no,1 - high confidence,non CD,4074,M6PR,Ruch-2,P20645,MPRD_HUMAN,Ruch-2,42,1,Human,0.9969
no,1 - high confidence,non CD,4239,MFAP4,Ruch-2,P55083,MFAP4_HUMAN,Ruch-2,9,1,Human,0.9959
no,1 - high confidence,non CD,4240,MFGE8,Ruch-2,Q08431,MFGM_HUMAN,Ruch-2,18,1,Human,0.9969
no,1 - high confidence,non CD,4277,MICB,Ruch-2,Q29980,MICB_HUMAN,Ruch-2,10,1,Human,0.9929
no,1 - high confidence,non CD,116535,MRGPRF,Ruch-2,Q96AM1,MRGRF_HUMAN,Ruch-2,3,1,Human,0.9969
no,1 - high confidence,non CD,54587,MXRA8,Ruch-2,Q9BRK3,MXRA8_HUMAN,Ruch-2,6,1,Human,0.9969
no,1 - high confidence,non CD,4758,NEU1,Ruch-2,Q99519,NEUR1_HUMAN,Ruch-2,3,1,Human,0.9931
no,1 - high confidence,non CD,28962,OSTM1,Ruch-2,Q86WC4,OSTM1_HUMAN,Ruch-2,7,1,Human,0.9869
no,1 - high confidence,non CD,5101,PCDH9,Ruch-2,Q9HC56,PCDH9_HUMAN,Ruch-2,14,1,Human,0.8581
no,1 - high confidence,non CD,56107,PCDHGA9,Ruch-2,Q9Y5G4,PCDG9_HUMAN,Ruch-2,6,1,Human,0.9328
no,1 - high confidence,non CD,8641,PCDHGB4,Ruch-2,Q9UN71,PCDGG_HUMAN,Ruch-2,11,1,Human,0.9941
no,1 - high confidence,non CD,10404,PGCP,Ruch-2,Q9Y646,PGCP_HUMAN,Ruch-2,3,1,Human,0.9762
no,1 - high confidence,non CD,5328,PLAU,Ruch-2,P00749,UROK_HUMAN,Ruch-2,19,1,Human,0.9956
no,1 - high confidence,non CD,5361,PLXNA1,Ruch-2,Q9UIW2,PLXA1_HUMAN,Ruch-2,41,1,Human,0.9941
no,1 - high confidence,non CD,5420,PODXL,Ruch-2,O00592,PODXL_HUMAN,Ruch-2,13,1,Human,0.9969
no,1 - high confidence,non CD,8613,PPAP2B,Ruch-2,O14495,LPP3_HUMAN,Ruch-2,1,1,Human,0.9969
no,1 - high confidence,non CD,167681,PRSS35,Ruch-2,Q8N3Z0,PRS35_HUMAN,Ruch-2,2,1,Human,0.9969
no,1 - high confidence,non CD,5796,PTPRK,Ruch-2,Q15262,PTPRK_HUMAN,Ruch-2,17,1,Human,0.9965
no,1 - high confidence,non CD,754,PTTG1IP,Ruch-2,P53801,PTTG_HUMAN,Ruch-2,4,1,Human,0.9969
no,1 - high confidence,non CD,169714,QSOX2,Ruch-2,Q6ZRP7,QSOX2_HUMAN,Ruch-2,7,1,Human,0.9947
no,1 - high confidence,non CD,6091,ROBO1,Ruch-2,Q9Y6N7,ROBO1_HUMAN,Ruch-2,10,1,Human,0.9959
no,1 - high confidence,non CD,9037,SEMA5A,Ruch-2,Q13591,SEM5A_HUMAN,Ruch-2,4,1,Human,0.9668
no,1 - high confidence,non CD,5055,SERPINB2,Ruch-2,P05120,PAI2_HUMAN,Ruch-2,1,1,Human,0.9969
no,1 - high confidence,non CD,6443,SGCB,Ruch-2,Q16585,SGCB_HUMAN,Ruch-2,14,1,Human,0.9969
no,1 - high confidence,non CD,6444,SGCD,Ruch-2,Q92629,SGCD_HUMAN,Ruch-2,6,1,Human,0.9965
no,1 - high confidence,non CD,2030,SLC29A1,Ruch-2,Q99808,S29A1_HUMAN,Ruch-2,45,1,Human,0.9962
no,1 - high confidence,non CD,81539,SLC38A1,Ruch-2,Q9H2H9,S38A1_HUMAN,Ruch-2,28,1,Human,0.9969
no,1 - high confidence,non CD,28231,SLCO4A1,Ruch-2,Q96BD0,SO4A1_HUMAN,Ruch-2,14,1,Human,0.9953
no,1 - high confidence,non CD,56928,SPPL2B,Ruch-2,Q8TCT7,PSL1_HUMAN,Ruch-2,22,1,Human,0.9965
no,1 - high confidence,non CD,6786,STIM1,Ruch-2,Q13586,STIM1_HUMAN,Ruch-2,18,1,Human,0.9934
no,1 - high confidence,non CD,7980,TFPI2,Ruch-2,P48307,TFPI2_HUMAN,Ruch-2,7,1,Human,0.9969
no,1 - high confidence,non CD,7076,TIMP1,Ruch-2,P01033,TIMP1_HUMAN,Ruch-2,27,1,Human,0.9969
no,1 - high confidence,non CD,83941,TM2D1,Ruch-2,Q9BX74,TM2D1_HUMAN,Ruch-2,17,1,Human,0.9931
no,1 - high confidence,non CD,10548,TM9SF1,Ruch-2,O15321,TM9S1_HUMAN,Ruch-2,17,1,Human,0.995
no,1 - high confidence,non CD,56889,TM9SF3,Ruch-2,Q9HD45,TM9S3_HUMAN,Ruch-2,44,1,Human,0.9934
no,1 - high confidence,non CD,51014,TMED7,Ruch-2,Q9Y3B3,TMED7_HUMAN,Ruch-2,7,1,Human,0.9969
no,1 - high confidence,non CD,0,UNQ870/PRO1886,Ruch-2,Q9H6L2,U513_HUMAN,Ruch-2,2,1,Human,0.9969
no,1 - high confidence,non CD,114990,VASN,Ruch-2,Q6EMK4,VASN_HUMAN,Ruch-2,23,1,Human,0.9969
no,1 - high confidence,non CD,7424,VEGFC,Ruch-2,P49767,VEGFC_HUMAN,Ruch-2,1,1,Human,0.8354
CD10,1 - high confidence,CD,4311,MME,Ruch-2,P08473,NEP_HUMAN,Ruch-2,29,2,Human,1
CD140a,1 - high confidence,CD,5156,PDGFRA,Ruch-2,P16234,PGFRA_HUMAN,Ruch-2,8,2,Human,1
CD155,1 - high confidence,CD,5817,PVR,Ruch-2,P15151,PVR_HUMAN,Ruch-2,27,2,Human,1
CD156b,1 - high confidence,CD,6868,ADAM17,Ruch-2,P78536,ADA17_HUMAN,Ruch-2,27,2,Human,1
CD172a,1 - high confidence,CD,140885,SIRPA,Ruch-2,P78324,SHPS1_HUMAN,Ruch-2,33,2,Human,1
CD230,1 - high confidence,CD,5621,PRNP,Ruch-2,P04156,PRIO_HUMAN,Ruch-2,46,2,Human,1
CD315,1 - high confidence,CD,5738,PTGFRN,Ruch-2,Q9P2B2,FPRP_HUMAN,Ruch-2,30,2,Human,1
CD316,1 - high confidence,CD,93185,IGSF8,Ruch-2,Q969P0,IGSF8_HUMAN,Ruch-2,36,2,Human,0.9995
CD322,1 - high confidence,CD,58494,JAM2,Ruch-2,P57087,JAM2_HUMAN,Ruch-2,23,2,Human,1
CD56,1 - high confidence,CD,4684,NCAM1,Ruch-2,P13591,NCAM1_HUMAN,Ruch-2,27,2,Human,1
no,1 - high confidence,non CD,0,ACAM,Ruch-2,Q9H6B4,ACAM_HUMAN,Ruch-2,22,2,Human,1
no,1 - high confidence,non CD,196527,ANO6,Ruch-2,Q4KMQ2,ANO6_HUMAN,Ruch-2,45,2,Human,1
no,1 - high confidence,non CD,0,APR3,Ruch-2,Q6UW56,APR3_HUMAN,Ruch-2,11,2,Human,1
no,1 - high confidence,non CD,537,ATP6AP1,Ruch-2,Q15904,VAS1_HUMAN,Ruch-2,30,2,Human,1
no,1 - high confidence,non CD,633,BGN,Ruch-2,P21810,PGS1_HUMAN,Ruch-2,9,2,Human,1
no,1 - high confidence,non CD,11120,BTN2A1,Ruch-2,Q7KYR7,BT2A1_HUMAN,Ruch-2,33,2,Human,1
no,1 - high confidence,non CD,8506,CNTNAP1,Ruch-2,P78357,CNTP1_HUMAN,Ruch-2,16,2,Human,0.9999
no,1 - high confidence,non CD,1289,COL5A1,Ruch-2,P20908,CO5A1_HUMAN,Ruch-2,9,2,Human,0.922
no,1 - high confidence,non CD,50509,COL5A3,Ruch-2,P25940,CO5A3_HUMAN,Ruch-2,1,2,Human,1
no,1 - high confidence,non CD,1509,CTSD,Ruch-2,P07339,CATD_HUMAN,Ruch-2,21,2,Human,1
no,1 - high confidence,non CD,1829,DSG2,Ruch-2,Q14126,DSG2_HUMAN,Ruch-2,27,2,Human,1
no,1 - high confidence,non CD,1969,EPHA2,Ruch-2,P29317,EPHA2_HUMAN,Ruch-2,26,2,Human,1
no,1 - high confidence,non CD,9780,FAM38A,Ruch-2,Q92508,FA38A_HUMAN,Ruch-2,29,2,Human,1
no,1 - high confidence,non CD,11167,FSTL1,Ruch-2,Q12841,FSTL1_HUMAN,Ruch-2,9,2,Human,1
no,1 - high confidence,non CD,2817,GPC1,Ruch-2,P35052,GPC1_HUMAN,Ruch-2,28,2,Human,1
no,1 - high confidence,non CD,10457,GPNMB,Ruch-2,Q14956,GPNMB_HUMAN,Ruch-2,8,2,Human,0.9999
no,1 - high confidence,non CD,57720,GPR107,Ruch-2,Q5VW38,GP107_HUMAN,Ruch-2,20,2,Human,1
no,1 - high confidence,non CD,3105,HLA-A,Ruch-2,P30450,1A26_HUMAN,Ruch-2,30,2,Human,1
no,1 - high confidence,non CD,3106,HLA-B,Ruch-2,P30464,1B15_HUMAN,Ruch-2,19,2,Human,1
no,1 - high confidence,non CD,3693,ITGB5,Ruch-2,P18084,ITB5_HUMAN,Ruch-2,20,2,Human,1
no,1 - high confidence,non CD,3912,LAMB1,Ruch-2,P07942,LAMB1_HUMAN,Ruch-2,28,2,Human,1
