Species	Symbol	Ensembl	Family	Protein	Entrez ID
Drosophila_melanogaster	CG15269	FBgn0028878	zf-C2H2	FBpp0080264;	-
Drosophila_melanogaster	stc	FBgn0001978	zf-NF-X1	FBpp0304750;FBpp0080266;FBpp0304749;FBpp0080265;	-
Drosophila_melanogaster	bab2	FBgn0025525	ZBTB	FBpp0305469;FBpp0072535;	-
Drosophila_melanogaster	FoxP	FBgn0262477	Fork_head	FBpp0390648;FBpp0293409;FBpp0302969;	-
Drosophila_melanogaster	rgr	FBgn0267792	zf-C2H2	FBpp0308449;FBpp0087772;	-
Drosophila_melanogaster	CG16863	FBgn0028931	zf-BED	FBpp0110242;	-
Drosophila_melanogaster	CG9705	FBgn0036661	CSD	FBpp0075084;FBpp0075083;FBpp0305784;	-
Drosophila_melanogaster	cbt	FBgn0043364	zf-C2H2	FBpp0077744;FBpp0077743;FBpp0301733;	-
Drosophila_melanogaster	su(Hw)	FBgn0003567	zf-C2H2	FBpp0082405;FBpp0301708;FBpp0082404;	-
Drosophila_melanogaster	Smox	FBgn0025800	MH1	FBpp0309145;FBpp0071140;	-
Drosophila_melanogaster	az2	FBgn0025185	zf-C2H2	FBpp0088053;	-
Drosophila_melanogaster	Antp	FBgn0260642	Homeobox	FBpp0089247;FBpp0081162;FBpp0089243;FBpp0089246;FBpp0081161;FBpp0089244;FBpp0089242;FBpp0089241;FBpp0089086;FBpp0089245;	-
Drosophila_melanogaster	CG1792	FBgn0039860	zf-C2H2	FBpp0085180;	-
Drosophila_melanogaster	l(3)neo38	FBgn0265276	zf-C2H2	FBpp0293716;FBpp0297926;FBpp0297928;FBpp0110176;FBpp0303203;FBpp0297925;FBpp0297930;FBpp0082007;FBpp0110177;FBpp0297929;	-
Drosophila_melanogaster	lin-28	FBgn0035626	CSD	FBpp0076798;	-
Drosophila_melanogaster	CG34031	FBgn0054031	Homeobox	FBpp0301047;	-
Drosophila_melanogaster	Hesr	FBgn0030899	bHLH	FBpp0074362;	-
Drosophila_melanogaster	E(spl)m3-HLH	FBgn0002609	bHLH	FBpp0084332;	-
Drosophila_melanogaster	tsh	FBgn0003866	zf-C2H2	FBpp0085261;	-
Drosophila_melanogaster	salm	FBgn0261648	zf-C2H2	FBpp0310214;FBpp0088852;	-
Drosophila_melanogaster	CG15514	FBgn0039712	zf-BED	FBpp0307013;FBpp0084889;	-
Drosophila_melanogaster	Klf15	FBgn0025679	zf-C2H2	FBpp0070703;	-
Drosophila_melanogaster	CG3065	FBgn0034946	zf-C2H2	FBpp0072062;FBpp0072064;FBpp0072063;	-
Drosophila_melanogaster	Neu2	FBgn0037085	zf-C2H2	FBpp0078048;FBpp0304964;	-
Drosophila_melanogaster	ey	FBgn0005558	PAX	FBpp0099810;FBpp0088299;FBpp0088300;FBpp0099809;	-
Drosophila_melanogaster	Bgb	FBgn0013753	CBF	FBpp0303213;FBpp0072641;	-
Drosophila_melanogaster	amos	FBgn0003270	bHLH	FBpp0080631;	-
Drosophila_melanogaster	Vsx1	FBgn0263511	Homeobox	FBpp0309431;FBpp0070747;	-
Drosophila_melanogaster	CG4730	FBgn0039355	zf-C2H2	FBpp0303781;FBpp0084308;FBpp0303782;	-
Drosophila_melanogaster	crol	FBgn0020309	zf-C2H2	FBpp0307451;FBpp0079844;FBpp0307448;FBpp0293786;FBpp0307449;FBpp0307450;FBpp0079845;FBpp0079847;FBpp0079846;	-
Drosophila_melanogaster	Met	FBgn0002723	bHLH	FBpp0310182;FBpp0073368;	-
Drosophila_melanogaster	retn	FBgn0004795	ARID	FBpp0071981;FBpp0071982;FBpp0309045;FBpp0309043;FBpp0309044;	-
Drosophila_melanogaster	dwg	FBgn0000520	zf-C2H2	FBpp0070465;	-
Drosophila_melanogaster	CG32767	FBgn0052767	zf-C2H2	FBpp0290217;FBpp0291329;FBpp0304145;FBpp0304146;FBpp0290216;FBpp0291328;	-
Drosophila_melanogaster	gt	FBgn0001150	TF_bZIP	FBpp0070444;	-
Drosophila_melanogaster	CG10348	FBgn0032707	zf-C2H2	FBpp0309811;FBpp0290861;	-
Drosophila_melanogaster	Hr3	FBgn0000448	THR-like	FBpp0402891;FBpp0111711;FBpp0297438;FBpp0303459;FBpp0087456;FBpp0087454;	-
Drosophila_melanogaster	Sox15	FBgn0005613	HMG	FBpp0086702;	-
Drosophila_melanogaster	org-1	FBgn0021767	T-box	FBpp0311870;FBpp0071187;	-
Drosophila_melanogaster	acj6	FBgn0000028	Pou	FBpp0073832;FBpp0293721;FBpp0293722;FBpp0099732;FBpp0099734;FBpp0288502;FBpp0288503;FBpp0293719;FBpp0293720;FBpp0293725;FBpp0293726;FBpp0293724;FBpp0293723;	-
Drosophila_melanogaster	sc	FBgn0004170	bHLH	FBpp0070072;	-
Drosophila_melanogaster	FoxL1	FBgn0004895	Fork_head	FBpp0301542;FBpp0073048;	-
Drosophila_melanogaster	CG14711	FBgn0037922	zf-C2H2	FBpp0081892;	-
Drosophila_melanogaster	CG17568	FBgn0032763	zf-C2H2	FBpp0080774;	-
Drosophila_melanogaster	Dbx	FBgn0261723	Homeobox	FBpp0288576;	-
Drosophila_melanogaster	lms	FBgn0034520	Homeobox	FBpp0309583;FBpp0309584;	-
Drosophila_melanogaster	Gsc	FBgn0010323	Homeobox	FBpp0309909;FBpp0309910;	-
Drosophila_melanogaster	bin	FBgn0045759	Fork_head	FBpp0076609;	-
Drosophila_melanogaster	sens-2	FBgn0051632	zf-C2H2	FBpp0311570;FBpp0078969;	-
Drosophila_melanogaster	CG12645	FBgn0030181	zf-LITAF-like	FBpp0111886;FBpp0305116;	-
Drosophila_melanogaster	pb	FBgn0051481	Homeobox	FBpp0088336;FBpp0088333;FBpp0088335;FBpp0088334;	-
Drosophila_melanogaster	CG8301	FBgn0037717	zf-C2H2	FBpp0081551;	-
Drosophila_melanogaster	CG14965	FBgn0035414	THAP	FBpp0072971;	-
Drosophila_melanogaster	Awh	FBgn0013751	Homeobox	FBpp0073013;FBpp0303103;FBpp0303104;FBpp0073014;	-
Drosophila_melanogaster	erm	FBgn0031375	zf-C2H2	FBpp0077539;FBpp0303234;FBpp0303235;FBpp0303233;	-
Drosophila_melanogaster	ProtA	FBgn0013300	HMG	FBpp0311559;FBpp0080244;	-
Drosophila_melanogaster	CG11695	FBgn0030316	zf-C2H2	FBpp0073362;	-
Drosophila_melanogaster	dati	FBgn0262636	zf-C2H2	FBpp0088196;FBpp0297887;FBpp0088197;FBpp0297886;	-
Drosophila_melanogaster	unc-4	FBgn0024184	Homeobox	FBpp0309490;FBpp0309491;FBpp0309492;	-
Drosophila_melanogaster	usp	FBgn0003964	RXR-like	FBpp0070332;FBpp0305937;	-
Drosophila_melanogaster	Clk	FBgn0023076	bHLH	FBpp0076500;FBpp0099478;	-
Drosophila_melanogaster	ara	FBgn0015904	Homeobox	FBpp0289778;FBpp0075640;	-
Drosophila_melanogaster	ro	FBgn0003267	Homeobox	FBpp0084461;FBpp0084460;	-
Drosophila_melanogaster	pan	FBgn0085432	HMG	FBpp0099632;FBpp0300839;FBpp0088226;FBpp0301556;FBpp0099631;FBpp0088229;FBpp0111569;FBpp0088228;FBpp0306416;	-
Drosophila_melanogaster	grn	FBgn0001138	zf-GATA	FBpp0081304;FBpp0289317;FBpp0303221;	-
Drosophila_melanogaster	E(spl)m5-HLH	FBgn0002631	bHLH	FBpp0084352;	-
Drosophila_melanogaster	Doc1	FBgn0028789	T-box	FBpp0076249;FBpp0303938;	-
Drosophila_melanogaster	pros	FBgn0004595	HPD	FBpp0293145;FBpp0293147;FBpp0293146;FBpp0293148;FBpp0293150;FBpp0293149;	-
Drosophila_melanogaster	CG8578	FBgn0030699	LRRFIP	FBpp0073918;FBpp0309111;FBpp0312008;	-
Drosophila_melanogaster	CG14710	FBgn0037920	zf-C2H2	FBpp0288841;	-
Drosophila_melanogaster	Hmg-2	FBgn0026582	HMG	FBpp0071501;	-
Drosophila_melanogaster	mor	FBgn0002783	MYB	FBpp0291706;FBpp0082692;	-
Drosophila_melanogaster	pita	FBgn0034878	zf-C2H2	FBpp0072021;FBpp0072022;	-
Drosophila_melanogaster	aop	FBgn0000097	ETS	FBpp0303508;FBpp0303510;FBpp0077523;FBpp0303509;FBpp0077522;	-
Drosophila_melanogaster	dmrt11E	FBgn0030477	DM	FBpp0073599;	-
Drosophila_melanogaster	sage	FBgn0037672	bHLH	FBpp0312049;FBpp0081462;	-
Drosophila_melanogaster	ktub	FBgn0015721	Tub	FBpp0088961;FBpp0309666;	-
Drosophila_melanogaster	dsx	FBgn0000504	DM	FBpp0081257;FBpp0081256;FBpp0081258;FBpp0308767;FBpp0303106;FBpp0303107;	-
Drosophila_melanogaster	klu	FBgn0013469	zf-C2H2	FBpp0311501;FBpp0303113;FBpp0305553;FBpp0075976;	-
Drosophila_melanogaster	CG13894	FBgn0035157	THAP	FBpp0072502;	-
Drosophila_melanogaster	bigmax	FBgn0039509	bHLH	FBpp0084543;	-
Drosophila_melanogaster	CG10321	FBgn0034643	zf-C2H2	FBpp0303261;FBpp0071577;	-
Drosophila_melanogaster	CG18262	FBgn0030012	zf-C2H2	FBpp0071109;	-
Drosophila_melanogaster	TfAP-2	FBgn0261953	AP-2	FBpp0305658;FBpp0305655;FBpp0078073;FBpp0305656;FBpp0305657;FBpp0078072;	-
Drosophila_melanogaster	CG11398	FBgn0040366	zf-C2H2	FBpp0311628;FBpp0070240;	-
Drosophila_melanogaster	tx	FBgn0263118	bHLH	FBpp0308670;FBpp0084381;	-
Drosophila_melanogaster	dysf	FBgn0039411	bHLH	FBpp0112205;FBpp0112206;FBpp0289845;	-
Drosophila_melanogaster	CG10431	FBgn0032730	zf-C2H2	FBpp0309278;FBpp0080678;	-
Drosophila_melanogaster	Drgx	FBgn0085369	Homeobox	FBpp0308648;FBpp0291586;	-
Drosophila_melanogaster	gcm2	FBgn0019809	GCM	FBpp0079435;	-
Drosophila_melanogaster	unpg	FBgn0015561	Homeobox	FBpp0087667;	-
Drosophila_melanogaster	SREBP	FBgn0261283	bHLH	FBpp0074642;FBpp0074643;FBpp0306009;FBpp0074644;	-
Drosophila_melanogaster	pnt	FBgn0003118	ETS	FBpp0088656;FBpp0306621;FBpp0088657;FBpp0088658;	-
Drosophila_melanogaster	Aef1	FBgn0005694	zf-C2H2	FBpp0078004;FBpp0303189;FBpp0078005;FBpp0078006;	-
Drosophila_melanogaster	phol	FBgn0035997	zf-C2H2	FBpp0076203;FBpp0311669;	-
Drosophila_melanogaster	CkIIalpha-i1	FBgn0015025	zf-C2H2	FBpp0075259;	-
Drosophila_melanogaster	CG14135	FBgn0036193	THAP	FBpp0305001;FBpp0288748;	-
Drosophila_melanogaster	CHES-1-like	FBgn0029504	Fork_head	FBpp0305405;FBpp0301970;FBpp0071036;FBpp0111859;	-
Drosophila_melanogaster	Hnf4	FBgn0004914	RXR-like	FBpp0111759;FBpp0079350;FBpp0307616;FBpp0311113;FBpp0079349;	-
Drosophila_melanogaster	bbx	FBgn0024251	HMG	FBpp0304133;FBpp0304134;FBpp0100056;FBpp0100055;	-
Drosophila_melanogaster	run	FBgn0003300	Runt	FBpp0311837;FBpp0293135;FBpp0076971;	-
Drosophila_melanogaster	prg	FBgn0285971	zf-C2H2	FBpp0079289;FBpp0304330;	-
Drosophila_melanogaster	CG17806	FBgn0038548	zf-C2H2	FBpp0082951;	-
Drosophila_melanogaster	CG18764	FBgn0042205	zf-C2H2	FBpp0081893;	-
Drosophila_melanogaster	Rfx	FBgn0020379	RFX	FBpp0308018;FBpp0308019;FBpp0308021;FBpp0308017;FBpp0308020;FBpp0297137;	-
Drosophila_melanogaster	Sox14	FBgn0005612	HMG	FBpp0072066;FBpp0072067;FBpp0309947;	-
Drosophila_melanogaster	Hr4	FBgn0264562	GCNF-like	FBpp0305533;FBpp0305536;FBpp0305531;FBpp0305529;FBpp0305537;FBpp0305535;FBpp0305532;FBpp0305534;FBpp0305530;	-
Drosophila_melanogaster	pnr	FBgn0003117	zf-GATA	FBpp0307408;FBpp0082674;FBpp0082675;FBpp0307409;	-
Drosophila_melanogaster	CG2678	FBgn0014931	zf-C2H2	FBpp0293246;FBpp0081254;	-
Drosophila_melanogaster	MBD-like	FBgn0027950	MBD	FBpp0081546;FBpp0306716;FBpp0081547;	-
Drosophila_melanogaster	esg	FBgn0001981	zf-C2H2	FBpp0080293;	-
Drosophila_melanogaster	CG30269	FBgn0050269	zf-LITAF-like	FBpp0312414;FBpp0071778;	-
Drosophila_melanogaster	CG9650	FBgn0029939	zf-C2H2	FBpp0290458;FBpp0308848;FBpp0301059;FBpp0290459;	-
Drosophila_melanogaster	HLH3B	FBgn0011276	bHLH	FBpp0070482;	-
Drosophila_melanogaster	HmgZ	FBgn0010228	HMG	FBpp0309731;FBpp0311599;FBpp0071591;FBpp0071590;	-
Drosophila_melanogaster	Dp	FBgn0011763	E2F	FBpp0086853;FBpp0305354;FBpp0086854;	-
Drosophila_melanogaster	CG32532	FBgn0052532	Homeobox	FBpp0309366;FBpp0309364;FBpp0309365;	-
Drosophila_melanogaster	CG13123	FBgn0032150	zf-C2H2	FBpp0079507;FBpp0303721;FBpp0303722;	-
Drosophila_melanogaster	Bdp1	FBgn0032512	MYB	FBpp0080050;FBpp0309566;	-
Drosophila_melanogaster	B-H2	FBgn0004854	Homeobox	FBpp0306534;FBpp0074203;	-
Drosophila_melanogaster	svp	FBgn0003651	RXR-like	FBpp0082034;FBpp0303610;FBpp0082036;FBpp0082035;	-
Drosophila_melanogaster	nom	FBgn0037617	zf-C2H2	FBpp0081394;FBpp0307998;FBpp0311941;	-
Drosophila_melanogaster	CG10565	FBgn0037051	MYB	FBpp0293954;FBpp0077979;	-
Drosophila_melanogaster	CG43326	FBgn0263031	zf-LITAF-like	FBpp0297765;FBpp0297764;	-
Drosophila_melanogaster	CG17801	FBgn0038550	zf-C2H2	FBpp0304078;	-
Drosophila_melanogaster	topi	FBgn0037751	zf-C2H2	FBpp0081613;	-
Drosophila_melanogaster	Doc3	FBgn0035954	T-box	FBpp0076248;	-
Drosophila_melanogaster	awd	FBgn0000150	Others	-	-
Drosophila_melanogaster	l(2)37Cc	FBgn0002031	Others	-	-
Drosophila_melanogaster	Xpac	FBgn0004832	Others	-	-
Drosophila_melanogaster	His3.3A	FBgn0014857	Others	-	-
Drosophila_melanogaster	Psi	FBgn0014870	Others	-	-
Drosophila_melanogaster	Pur-alpha	FBgn0022361	Others	-	-
Drosophila_melanogaster	CG7927	FBgn0027549	Others	-	-
Drosophila_melanogaster	phtf	FBgn0028579	Others	-	-
Drosophila_melanogaster	CG4557	FBgn0029912	Others	-	-
Drosophila_melanogaster	CG3104	FBgn0031473	Others	-	-
Drosophila_melanogaster	Marcal1	FBgn0031655	Others	-	-
Drosophila_melanogaster	CG9175	FBgn0031779	Others	-	-
Drosophila_melanogaster	Gas41	FBgn0031873	Others	-	-
Drosophila_melanogaster	CG4709	FBgn0032169	Others	-	-
Drosophila_melanogaster	CG5846	FBgn0032171	Others	-	-
Drosophila_melanogaster	REPTOR-BP	FBgn0032202	Others	-	-
Drosophila_melanogaster	CNBP	FBgn0034802	Others	-	-
Drosophila_melanogaster	CG7839	FBgn0036124	Others	-	-
Drosophila_melanogaster	Tsf2	FBgn0036299	Others	-	-
Drosophila_melanogaster	CG15715	FBgn0036538	Others	-	-
Drosophila_melanogaster	scramb1	FBgn0052056	Others	-	-
Drosophila_melanogaster	mtTFB1	FBgn0261381	Others	-	-
Drosophila_melanogaster	l(2)gd1	FBgn0261983	Others	-	-
Drosophila_melanogaster	Maf1	FBgn0267861	Others	-	-
